Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,DMD_13,DMD_14,DMD_15,DMD_16,DMD_17,DMD_18,DMD_19,DMD_20,DMD_21,DMD_22,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12,NOR_13,NOR_14
218736_s_at,Q9NP74,7.930406094,8.431010246,8.355101585,9.068929672,8.688197136,8.501932144,8.426541328,8.733615875,8.723996162,8.978448868,8.752997398,8.36810112,8.633105278,9.03085041,8.425639153,9.059885025,9.50952816,8.388667107,9.281571388,8.632219315,8.205137253,9.154478073,8.329693794,9.298933983,8.261109352,9.061969757,9.52319622,7.981591225,8.252148628,9.470990181,8.151057243,9.030220032,8.986873627,8.726703644,9.020522118,8.556679726
202336_s_at,P19021,9.670408249,9.203141212,9.147244453,9.705008507,9.760223389,9.229208946,9.25549984,9.159106255,9.117273331,10.05227184,9.904295921,9.078018188,9.72970295,9.571349144,8.636350632,9.165273666,9.652370453,9.516204834,9.591722488,10.06142902,8.741576195,9.660871506,8.789574623,8.707626343,8.774589539,9.042505264,9.399973869,8.821954727,9.03861618,9.872061729,8.912299156,10.03785801,9.691754341,9.48531723,9.613703728,8.478445053
212958_x_at,P19021,9.42266655,9.266364098,8.913146973,9.429702759,9.423739433,9.323665619,8.839848518,9.20853138,8.910326004,9.964642525,9.499183655,8.971727371,9.553606987,9.221331596,8.44343853,9.108128548,9.069152832,9.194742203,9.389413834,9.553977966,9.194742203,9.587872505,8.860521317,8.347342491,8.575643539,9.046009064,9.107370377,8.682516098,8.851944923,9.795976639,8.706507683,9.859469414,9.336051941,9.214862823,9.671108246,8.597312927
214620_x_at,P19021,8.869527817,8.795274734,8.780430794,8.840937614,9.139410973,8.877005577,8.691735268,8.584082603,8.946543694,9.360603333,9.021647453,8.746474266,8.857852936,8.690582275,8.415195465,8.62114048,8.68253994,9.112474442,8.793239594,8.793239594,8.760269165,9.207501411,8.763339996,8.569209099,8.523557663,8.747237206,8.635272026,8.710338593,8.634636879,9.027374268,8.767243385,9.288052559,8.793239594,8.840579033,9.024962425,8.623314857
210335_at,O75901,5.67553854,5.778568745,5.712021828,5.712021828,5.713279724,5.496725082,5.862557888,5.654796124,5.759672642,5.60665226,5.792740345,5.650080204,5.620663166,5.679348469,5.855543137,5.569516659,5.486628532,5.747230053,5.537494659,5.415533066,6.051925182,5.69469738,5.870121479,5.873660088,5.866831303,5.681754112,5.585542679,5.875276566,5.829179764,5.59213686,5.85648489,5.683936119,5.712021828,5.738656521,5.712021828,5.961492538
218809_at,Q9BZ23,6.607146263,6.791034222,6.568834782,6.668856621,6.777915001,6.6920681,6.718851089,6.574286461,6.828486443,6.738463879,6.795967579,6.499755859,6.905020714,6.749803066,6.591938496,6.678623676,6.684002399,6.802215099,6.7170434,6.582077026,6.789188385,6.668856621,6.520222664,6.817930698,6.799926281,6.404631615,6.70587635,6.469396591,6.712605,6.544532299,6.668856621,6.578358173,6.591874123,6.380765915,6.438236237,6.62001276
218433_at,Q9H999,6.106814861,6.275845051,6.522483349,6.319879055,6.290692806,6.550930977,6.394928932,6.385987282,6.490590096,6.372135639,6.358458996,6.279726982,6.219126701,6.280788422,6.545707703,6.333509922,6.188284397,6.393671513,6.315571308,6.609133244,6.854606152,6.370638847,6.744579315,6.310976028,6.289546013,6.211622238,6.314939022,6.558517933,6.446993828,6.366136074,6.571660995,6.407708168,6.352720737,6.34792757,6.403789997,6.425093174
221751_at,Q9H999,6.724637032,6.88568306,5.996864319,7.086565495,7.168042183,7.248284817,6.390360832,6.064546585,6.239884377,7.705299377,6.567320347,6.034418583,6.741413593,6.08268404,5.551506042,6.092086315,6.358170986,6.745428085,6.191025734,6.407614231,6.2759552,6.357509613,5.886614323,6.612210274,6.39177227,5.92603159,6.894411087,6.294567585,6.184959888,6.381894588,6.133560181,6.370275974,6.198574066,6.216964722,6.665349007,6.116595268
218771_at,Q9NVE7,6.261022091,6.182559013,6.562685013,6.528722763,6.533648968,5.854980469,6.194099426,6.29376936,6.6730299,6.579297543,6.436164856,6.418571472,6.164635181,6.579297543,5.865765572,6.490736008,6.983676434,6.481126785,6.577924728,6.874284267,6.328315735,6.37250042,6.843963623,7.046708107,6.928749561,6.608489037,6.951518059,6.69694376,6.915155411,6.818997383,6.688722134,6.994476795,6.91586256,6.763844967,6.759168148,6.579297543
204715_at,Q96RD7,6.034365654,5.802427292,6.430693626,5.930510998,6.936056614,7.112693787,6.131984711,5.752921581,6.071973801,6.525249958,6.168497086,6.383060932,7.563753605,6.640617847,6.062841892,6.682274818,6.168839455,7.218444347,6.122088909,6.430718899,6.411931038,7.351855278,5.936161041,6.267632961,5.933169842,5.776552677,5.783941269,5.952507496,6.010750771,5.61193943,5.833357811,5.919495583,5.528364182,5.579754829,5.668710232,5.891947269
221941_at,Q6QHF9,7.704036236,7.858523369,7.539086342,7.802188873,7.162249088,6.491873741,7.126879692,8.063417435,7.903331757,6.619818211,7.723414421,7.678413868,7.477288723,8.15084362,8.218113899,8.21143055,7.969259262,7.112970352,8.297577858,7.413142681,7.47536993,7.403367043,7.739016056,7.776722908,7.944756508,7.934301853,7.809797764,7.727958679,7.956599712,7.54292202,7.280573845,7.087427139,7.486610413,7.223942757,7.587958813,7.647164345
50400_at,Q6QHF9,5.447251797,5.602392673,5.789957523,5.658007622,5.546021461,5.477804661,5.739745617,5.791826248,5.760724068,5.35393858,5.575102329,5.60564661,5.618585587,5.728020668,5.787929535,5.746260166,5.660146236,5.398912907,5.641577721,5.746942043,5.586690426,5.609601021,5.652673721,5.766303062,5.737213612,5.718374252,5.563028336,5.850114822,5.500759125,5.562067032,5.687574863,5.764164925,5.616442204,5.591196537,5.498869896,5.651603222
205815_at,Q06141,5.805529594,6.262571335,6.18528223,5.914497852,6.045527935,6.277935028,6.548238754,6.177297115,6.19763279,5.823278904,6.234562874,6.254477501,6.167811871,6.02806139,6.268424988,6.19194746,6.081629276,6.35530901,6.154747009,6.09700346,6.148026466,6.194047451,6.135724545,6.191756725,6.150115013,5.981171608,5.842342854,6.640326977,6.134767532,6.080913544,6.539249897,6.166627884,6.345402241,6.166627884,6.084249496,6.494904518
218947_s_at,Q9NVV4,6.491527081,6.238160133,6.177149773,6.363383293,6.34085083,7.146053791,6.078424454,6.117646694,6.293503284,6.515563488,6.331555843,6.074664593,6.50956583,6.265439034,6.213828087,6.430903435,6.346588135,6.395442963,6.240286827,6.404016495,6.087276936,6.021672726,6.293995857,6.599926949,6.56906271,6.493270874,6.482242107,6.188382149,6.347181797,6.826345921,6.337537289,6.165742397,6.369619846,6.400495529,6.405103683,6.134493351
209388_at,P51003,5.227668285,4.694776535,4.762292862,4.911924362,5.498444557,5.315495491,4.489655018,4.695266247,4.587347984,5.664084911,4.647934437,4.566996098,5.198850632,4.825253963,4.539523602,4.791932106,4.965752125,4.871625423,4.871625423,5.001709938,4.548848629,5.013349056,4.817586422,5.058495522,4.672847271,4.67255497,5.43533802,4.775360107,4.676063061,5.546051502,4.640315056,5.088953972,5.22688055,4.879999161,4.964222431,4.661287785
212718_at,P51003,7.950802326,8.061141968,7.446485519,8.229974747,8.147476196,8.208524704,7.623356819,7.792803764,7.880791664,8.578294754,8.024252892,7.703800678,8.586134911,7.795407772,7.409302711,8.093829155,8.242124557,8.034236908,8.298979759,8.173661232,7.486658573,7.663611412,7.511545658,8.143507004,7.70119381,7.46571064,8.151070595,7.188845158,7.790960312,7.872956276,7.598098755,7.938624382,7.853345871,7.59066391,7.834467411,7.220780849
212720_at,P51003,5.006217957,5.263460159,4.990137577,4.909450531,5.191465855,5.274458885,4.913787365,5.071651459,5.187377453,5.090244293,5.212684631,5.138073444,5.203237534,4.855660915,5.012106895,5.074987411,4.98849535,5.256453991,5.14824152,4.667829037,5.119837284,5.250907898,5.353724957,4.908165455,5.277430058,5.190978527,5.033109188,5.005989552,5.230709076,4.806745529,5.300246716,5.047672272,4.840649605,5.057776928,5.032943726,5.091664791
215374_at,,5.416893959,5.414799213,5.611057281,5.262371063,5.065228462,5.333835602,5.253850937,5.445006847,5.678805828,5.087641239,5.594179153,5.419141769,5.602751255,5.264764786,5.544566631,5.265599251,5.233380318,5.461208344,5.308301449,4.984224319,5.692655087,5.376271248,5.495243073,5.589197636,5.378782749,5.467710018,5.281440258,5.597478867,5.435378551,5.147646904,5.622115135,5.053664684,5.030337811,5.301345348,5.130684376,5.543520451
222035_s_at,P51003,6.507387161,5.516430855,5.643613338,5.918804646,6.642382145,6.797236443,5.095149994,5.454200745,5.536413193,6.652085304,5.700351715,5.364887714,5.804819107,5.935400009,4.922258854,6.106592655,6.140758514,6.061553955,6.043550014,5.66277504,5.005307674,5.771542549,5.608747005,5.714947224,5.702178001,5.592717171,6.588447094,5.408903122,5.612773418,5.831842899,4.730682373,5.723726749,5.726168633,5.535152435,5.852044582,4.979759216
208271_at,Q9NRJ5,5.101911545,5.270683765,5.280989647,5.070637226,5.162005424,5.229573727,5.294400215,5.126977444,5.283285618,5.11529398,5.248592377,5.185223103,5.392002106,5.066598892,5.412478447,5.08293581,4.96632576,5.244817734,4.998929024,5.112895489,5.459352016,5.40485096,5.190527916,5.304307461,5.286343098,5.188099861,5.0484519,5.466351986,5.321915627,5.146433353,5.325910091,5.177287102,5.276033878,5.281382084,5.223103046,5.327226639
219160_s_at,Q9BWT3,5.059749603,5.402707577,5.553174019,5.258146763,4.92612505,5.349956036,5.495778084,5.199605465,5.479663372,4.874132633,5.355194569,5.38503027,5.254992008,5.346121788,5.479911327,5.309434414,5.084217548,5.481285572,5.196334362,5.327852249,5.597840309,5.422263622,5.651612282,5.320669651,5.56007576,5.446589947,5.111486912,5.815453529,5.400743484,5.280258656,5.521757126,5.272409916,5.362352848,5.359893322,5.132227898,5.895730972
201981_at,Q13219,5.192855358,5.183177471,5.076992035,5.011163235,4.745883942,5.099317551,5.139117718,5.128241062,5.026978493,4.594162941,5.016415119,5.152803421,5.120103836,5.069028854,5.450318813,5.204363823,5.099148273,5.119791031,5.004678249,4.943024635,5.230647087,5.132507324,5.156065941,5.119791031,5.097987652,5.063476086,5.122462273,5.431103706,5.004096031,5.069037914,5.119791031,4.960234642,4.985691071,5.141702175,5.185450077,5.027585506
201982_s_at,Q13219,7.314082146,7.605855942,7.418131828,7.193011284,7.039983749,7.371273994,7.563110828,7.751637459,7.542975426,7.160700321,7.401569843,7.407746792,7.417180061,7.574048042,7.680235386,7.407746792,7.15759325,7.441839218,7.257018089,7.124950886,7.823207855,7.445487976,7.437519073,7.624401569,7.584759712,7.545417786,7.049257278,7.617247105,7.498636246,7.089025974,7.668382168,7.374968529,7.3126688,7.268781662,7.177019596,7.649101734
211918_x_at,Q9BXP8,7.370796204,7.535096645,7.951691628,7.270162106,7.029289722,7.071891308,7.364091873,7.43191433,7.658184528,6.886521816,7.608095169,7.464571476,7.330358028,7.43253088,7.709338188,7.378224373,7.476689816,7.149665356,7.246837616,7.254341602,7.50666666,7.461924553,7.833433628,7.711500645,7.572373867,7.756672859,7.304602146,7.849900246,7.516195297,7.221408367,7.850203514,7.35637331,7.297676563,7.186290264,7.333859444,7.856601238
213332_at,Q9BXP8,6.733005524,7.263021946,6.943832874,6.75069952,6.581073284,7.031284809,6.797530651,7.035657406,7.249871731,6.480064869,6.969709873,7.173073292,7.045691013,6.853453159,7.13445282,6.82887125,6.664153099,6.912920952,6.606925964,6.703096867,7.102433681,7.215852737,6.943832874,7.213521004,7.205776215,6.843966961,6.488395214,7.152877808,7.007017136,6.702543259,7.604301453,6.753931046,6.913687706,6.824574471,6.794507027,7.365969658
209043_at,O43252,9.284491539,9.122994423,8.498646736,9.164837837,8.954556465,9.002043724,8.504559517,8.554995537,8.583474159,9.306180954,8.537432671,8.626536369,8.786397934,8.882184029,8.263738632,9.25110817,8.426673889,8.781160355,8.703870773,8.898573875,8.81818676,8.995100975,8.042989731,8.299978256,8.668442726,8.384048462,8.883885384,8.268814087,8.339814186,8.433729172,8.280353546,8.017045021,8.212407112,8.33747673,8.398339272,8.459533691
203058_s_at,O95340,5.270972252,5.301915169,4.863043308,5.236104488,5.358560562,5.26112318,5.1697402,5.100661278,5.156157017,5.40083313,5.213009357,4.955379963,5.225697517,5.155019283,5.087717056,5.323044777,5.068156242,5.451364517,5.173615932,5.330681324,5.305609226,5.281232357,5.007483959,4.809482574,5.116466999,5.030273914,5.068827629,4.93617487,5.316193581,5.156013966,5.255577564,5.091770649,5.045230865,5.265590191,5.041819572,4.989199638
203059_s_at,O95340,6.786799908,7.21421957,6.770226479,6.653970718,6.677290916,6.461836338,6.778951645,7.26875639,7.28963232,6.791911125,7.039702892,6.864962101,6.826749325,6.662334919,7.283237934,6.929062366,7.10772562,6.687821865,7.025651932,6.441215992,6.894554138,6.817513466,7.162157059,6.942176342,7.29698658,6.876560688,6.838500023,6.865098476,7.236567497,6.479522228,7.164111614,6.529641151,6.83910799,6.79328537,6.750621796,7.13326931
203060_s_at,O95340,5.158438683,5.420200825,4.983580589,5.027851105,5.089504719,4.957486153,5.020391464,4.940429688,5.06532383,5.159510136,5.2281847,5.041529179,4.944835663,5.001265526,4.947039604,5.159933567,5.02335453,5.240812778,5.451507092,5.0428195,4.996991634,4.934725285,4.641923428,4.877840042,4.982483864,4.803594589,4.79455328,4.854866505,5.210093975,4.860610008,5.201516151,4.898926735,5.372194767,4.981855869,5.057631969,4.881018639
213372_at,Q6TCH7,4.70368576,4.777482033,4.666666031,4.628685951,4.826530933,4.854799747,4.789211273,4.477964878,4.619591713,4.987224579,4.719087601,4.669183254,4.814748764,4.511204243,4.684114933,4.762869835,4.674082756,4.981451988,4.703050613,4.52682972,4.90857029,4.785555363,4.546690941,4.790249825,4.704340935,4.761982441,4.792714119,4.620333672,4.651095867,4.521936417,4.703937054,4.576790333,4.788807869,4.703408718,4.498797894,4.856464863
212858_at,Q8N4S7,6.71499157,6.752390862,6.740319729,6.646843433,6.31280756,6.370950222,6.708233833,6.464699268,6.890604019,6.033824921,6.525660992,6.732254028,6.677680969,6.601950645,6.799942017,6.79529953,6.609253883,6.532261372,6.814177513,6.31192255,6.529304028,6.76484108,6.828282833,6.759335995,6.666546345,6.613616943,6.552115917,6.917161942,6.529459953,6.580105782,6.831321716,6.22342205,6.563354015,6.605618954,6.562400818,6.959057331
219236_at,Q6TCH4,7.868873596,8.164831161,8.146590233,7.485403538,7.700889111,7.979153633,8.165073395,7.995094776,7.876067162,7.505468369,7.82875061,7.933895588,7.681361675,7.814678192,8.077075958,7.73412466,7.644656181,8.200245857,7.61503458,7.429231644,8.478951454,8.326417923,7.780803204,8.032284737,8.237719536,7.769207478,7.59479475,7.842065811,8.130778313,7.955771923,8.118310928,7.828735828,7.816287041,7.910549164,7.91176796,8.079714775
213204_at,Q8IWT3,6.690222263,6.782371998,6.727481842,6.950431347,6.217371464,6.431931973,6.586604118,6.89566946,6.730230331,6.139578342,6.715664864,7.017480373,6.839102268,6.946615219,7.09632349,6.967776299,6.856844425,6.486299038,6.903778076,6.365900517,6.69850111,6.62603426,6.822855949,6.867490292,6.784758568,6.798918724,7.007707596,7.085170269,6.849424362,6.465318203,6.853571892,6.473337173,6.888839245,6.597622871,6.715500355,6.850366116
210094_s_at,Q8TEW0,6.987287521,6.942945004,7.101627827,7.317072392,7.260428905,7.626222134,7.271358013,7.365350246,7.425722599,7.438006878,7.355118752,7.228396416,7.23458147,7.318650246,7.323341846,7.286794662,7.852980614,7.210829258,7.175657749,7.120536804,7.001896858,7.24634552,7.380824566,7.348700523,7.164964199,7.590293884,7.474954128,7.541110992,7.441923618,7.534918785,7.354381561,7.542737484,7.249103546,7.354682446,7.287055969,7.323713779
221280_s_at,Q8TEW0,5.591171265,5.597999096,5.61007452,5.791222572,5.440639973,5.78578043,5.696579933,5.92132473,5.791222572,5.523041248,5.865829945,6.029312134,5.629133224,5.820536613,6.049509048,6.081241608,6.096343517,5.645068645,5.96544838,5.829585075,5.373094559,5.831014633,5.967328548,5.79557848,5.791222572,6.162753582,5.933555603,5.635898113,5.958168983,5.653326988,5.747924805,5.649515629,5.852732658,5.66418457,5.733715057,5.791222572
221526_x_at,Q8TEW0,7.109499931,7.388590336,7.57993412,7.371221066,7.492945671,7.8853755,7.526000023,7.680287361,7.786256313,7.920033932,7.829567432,7.53600502,7.529649734,7.515913963,7.505411148,7.544847488,7.83097887,7.768770695,7.501495838,7.278700829,7.615089893,7.638926029,7.559791088,7.699392319,7.870785713,8.129096031,7.980855465,7.767556667,7.789164543,8.00730896,7.807056904,7.856608868,7.55656147,7.626842022,7.417397499,7.959810734
221527_s_at,Q8TEW0,6.976511955,6.957366943,6.934829235,6.872393608,7.083171844,6.749185085,6.922156811,7.167266369,6.721742153,7.321985245,6.806718349,6.786552429,6.952151775,6.749292374,6.944936752,6.840693951,7.475860119,6.624648571,6.767466545,7.011061192,6.92941618,6.836909771,6.343792439,7.515610695,6.932600021,6.979107857,7.459909916,7.126806736,6.839288712,7.280230045,6.88985157,7.473973274,7.440079689,6.952151775,6.967470646,6.952151775
205245_at,Q9NPB6,7.448117256,7.646200657,7.578495026,7.232260227,6.743608952,6.8898592,7.506011009,7.903548717,7.420181751,6.777437687,7.388357639,7.546404362,7.185183048,7.841657639,8.266329765,7.891785145,7.80646801,6.768561363,7.924192429,7.253926754,7.281373978,7.510287762,7.950349808,7.424844265,7.803374767,7.703308105,7.496565342,7.655161381,7.708413124,7.098522186,7.582167149,7.14529705,7.304385662,7.426499367,7.438831329,7.488618374
211907_s_at,Q9BYG5,6.371102333,6.500329494,6.45878458,6.231093884,6.431205273,6.360579491,6.53395462,6.445692539,6.573981285,6.353766441,6.364035606,6.347129822,6.582416534,6.108193874,6.581242561,6.354150295,6.296681404,6.559650898,6.358052254,6.34810257,6.687321186,6.617396832,6.582210064,6.583110809,6.576271534,6.45878458,6.259802341,6.655789852,6.345202923,6.409084797,6.701521873,6.560781956,6.50325346,6.592701912,6.391831875,6.537082195
214827_at,Q9BYG5,4.577385902,4.68938446,4.895487785,4.693422794,4.61832571,4.712432861,4.928989887,4.711156368,4.732959747,4.585140228,4.712745667,4.833893776,4.889528275,4.559177876,4.789081573,4.656762123,4.656242371,4.879098892,4.630496025,4.70716238,5.003051758,4.812343597,4.605913639,4.963597298,4.741258621,4.670337677,4.527761936,4.73986578,4.609876633,4.603005409,4.854737282,4.777826309,4.712432861,4.716799736,4.68289566,5.008528709
205060_at,Q86W56,5.293802738,5.692045212,5.675665379,5.212292194,5.554947376,5.633711815,5.49329567,5.332717896,5.614941597,5.780272484,5.371592999,5.45494175,5.469181538,5.378123283,5.312969685,5.309923649,5.064797401,5.858121872,5.420266628,5.383406162,5.492294788,5.55155611,5.393211365,5.45494175,5.461607456,5.537169456,5.293735981,5.752199173,5.45494175,5.286557674,5.690052986,5.391258717,5.503395557,5.463679314,5.390760899,5.78838253
203910_at,Q52LW3,8.446927071,8.235011101,8.072209358,8.604300499,8.824996948,8.196606636,7.578127384,8.184025764,8.11992836,9.089863777,8.102678299,7.874682903,7.964579582,7.690324306,7.928062439,7.666519165,8.004299164,8.242198944,7.821687222,8.276319504,7.933251858,7.68708992,7.684253216,7.722533226,7.804236889,7.747487545,8.637280464,7.347267151,7.787642956,8.468557358,7.381341457,8.214927673,8.217933655,8.110638618,9.131305695,7.237401485
207058_s_at,O60260,5.181975842,5.789974213,5.894454956,5.763050556,5.736203671,5.653552055,5.832184315,5.694010735,5.83598423,5.571042061,5.796257973,5.586250782,5.694713593,5.702880859,5.749939442,5.824320793,5.856724739,5.913349628,5.723755836,6.06237936,5.854374409,5.868280411,5.733793259,5.748985291,5.796257973,5.912307739,5.404733658,5.881389618,5.813087463,5.73712492,5.811264038,6.037351131,5.846319199,6.058949471,5.835194588,6.0495224
200006_at,Q99497,10.8544035,10.46366978,10.21857548,11.0101099,10.33181572,10.73935413,10.5348568,10.5689106,10.46897221,10.93437672,10.41680908,10.86023903,10.73561001,11.05782318,10.40433025,10.97479248,11.12957287,10.16274452,11.14157963,10.81735229,9.50924015,10.59983921,10.45684528,10.96816826,10.59720135,10.57846069,11.09522343,10.48561096,10.38811398,11.21839619,9.771438599,10.90135384,10.88017082,10.61768055,10.7213726,10.4029665
203905_at,O95453,7.462255478,8.309626579,8.395033836,7.855788231,7.798518181,7.744235039,8.230018616,7.644799709,8.441075325,7.809648514,8.264770508,7.945180893,7.885018826,7.712735176,7.933188438,7.615887642,7.655961514,8.068828583,7.798314571,7.877056599,8.189134598,7.922296047,7.909626007,8.288955688,8.279585838,8.167164803,7.654997826,8.640995026,7.78377533,7.837512016,8.532749176,7.811031818,8.086295128,7.842354774,7.596843243,8.287423134
208644_at,P09874,8.272003174,8.417459488,8.27363205,9.187995911,8.721299171,8.599796295,8.611151695,8.012366295,8.439269066,8.471351624,8.34727478,8.533117294,8.414093971,8.817903519,8.427387238,8.411029816,8.866108894,8.37234211,8.751599312,8.752411842,8.050038338,8.63020134,8.754650116,8.236698151,8.451394081,8.650807381,8.936371803,8.701010704,8.278745651,8.930155754,8.132291794,8.709393501,9.138301849,8.8396101,8.891530991,8.359146118
220315_at,Q9NR21,5.432739735,5.611250877,5.465503216,5.533575535,5.294316292,5.618299484,5.729028702,5.685202122,5.873927116,5.226857185,5.78019619,5.608098984,5.591185093,5.43986845,5.750087261,5.545892715,5.280921459,5.770798206,5.460760593,5.180063248,5.767368793,5.618172169,5.45826292,5.700496197,5.949272156,5.615966797,5.393180847,5.904235363,5.5918293,5.363820553,5.87090826,5.398152828,5.576821327,5.496245384,5.3853755,5.889015198
219034_at,Q8N5Y8,7.534760952,7.979435921,7.834134102,7.476017475,7.669317245,7.904665947,7.505824089,7.848670959,7.768566608,7.82783699,7.846150398,7.761757851,7.477100849,7.768566608,8.000391006,7.66311121,7.574109077,7.699989796,7.627003193,7.51665163,8.073018074,8.159507751,8.086275101,7.574947834,7.884755135,7.768566608,7.168312073,7.764316559,8.086210251,7.354372978,8.109139442,7.669836998,7.583850861,7.770998478,7.691256046,7.845196724
204752_x_at,Q9UGN5,7.577183247,7.973406315,8.180669785,8.569843292,8.415639877,8.078377724,8.347086906,8.333548546,8.422007561,9.004293442,8.349637032,8.272459984,8.295154572,8.26911068,7.88036871,8.0955019,8.468848228,8.37178421,8.134080887,8.269680023,8.3125,8.057682991,8.500008583,8.12655735,8.547697067,8.682442665,8.480578423,8.229669571,8.531546593,8.664190292,8.227179527,8.398031235,8.211263657,8.371090889,8.345676422,8.187498093
214086_s_at,Q9UGN5,5.920255184,6.196121216,6.268445969,6.724077702,6.601256371,6.355335712,6.505331993,6.498354435,6.515007496,6.669419289,6.534969807,6.331326485,6.355823517,6.377618313,6.420700073,6.30933857,6.482599735,6.192742348,6.590576172,6.988197327,6.067450047,6.356678009,6.558433056,6.381392002,6.502399921,6.787428379,6.661960125,6.295289993,6.698173523,6.80886507,6.165855885,6.777418137,6.821008682,6.600469589,6.410371304,5.992382526
215773_x_at,Q9UGN5,7.364004612,8.206175804,8.225119591,8.628191948,8.482460976,8.005882263,8.286623001,8.279828072,8.457579613,8.853922844,8.37736702,8.312805176,8.393465042,8.322751999,8.115665436,8.07565403,8.583731651,8.117775917,8.317232132,8.311314583,8.053757668,8.348267555,8.544220924,8.27835083,8.56432724,8.482608795,8.454246521,8.024330139,8.731706619,8.628433228,8.228669167,8.337841988,8.503334045,8.585489273,8.371062279,8.196550369
209940_at,Q9Y6F1,6.618060112,6.900601387,7.305251598,6.825240135,6.85092783,6.883062363,7.081693172,6.871970654,6.740003109,7.207271099,6.982991219,7.095966339,6.793562412,6.957773209,7.003344536,6.791690826,6.903834343,7.271831036,6.819108963,6.98987484,6.963845253,7.358456612,6.802760601,6.513157845,6.892891884,6.623445034,6.550031662,7.27521944,6.793347836,6.551250458,7.263811111,6.788362503,7.080014706,6.982731342,6.865396976,7.073525906
202239_at,Q9UKK3,8.015154839,8.543504715,7.920713902,8.412161827,8.089111328,8.016917229,8.318944931,8.628398895,8.509451866,8.013491631,8.703661919,8.234806061,8.497935295,8.366573334,8.373333931,8.385881424,8.259340286,8.272049904,8.460245132,8.364556313,8.194870949,8.385829926,8.212394714,7.828393459,8.089037895,7.834566116,8.10019207,7.795715332,8.063775063,7.988428116,7.919280052,7.883986473,7.868591785,8.205401421,8.318749428,7.704076767
219639_x_at,Q2NL67,8.378961563,8.63328743,8.567768097,8.553906441,8.236034393,8.336100578,8.683642387,8.849884987,8.671777725,8.377446175,8.866013527,8.500857353,8.690925598,8.622598648,8.405992508,8.725884438,8.672024727,8.227610588,8.641180038,8.650150299,8.55878067,8.822591782,8.333322525,8.834937096,8.770014763,8.709328651,8.621841431,8.447891235,8.851303101,8.613821983,8.63469696,8.851428032,8.60518074,8.606361389,8.431028366,8.616557121
219033_at,Q8N3A8,6.40431118,6.56906271,6.475714684,6.384536266,6.553867817,6.530492783,6.431064129,6.544728756,6.58011055,6.59318161,6.469172478,6.24628067,6.478952885,6.294998646,6.409580231,6.367681503,6.345740318,6.82296896,6.401161671,6.266889095,6.54531908,6.324521542,6.382646561,6.653755665,6.51046896,6.424297333,6.054428577,6.631209373,6.490829468,6.276219845,6.51679945,6.408801079,6.466267586,6.39294672,6.424297333,6.405057907
205833_s_at,,6.785042763,6.981895924,7.129682541,6.673807621,6.708061695,6.822407722,7.498918056,6.971879959,6.945157528,6.817184448,7.250191212,6.94411087,7.037950993,7.009478092,7.084033489,6.883004189,6.557403564,6.961303234,6.821439743,7.044950008,7.309810638,6.980400085,6.897472858,6.870813847,7.055587292,6.97178936,6.529359818,7.57237339,7.069284439,7.022548676,7.38015604,7.022480011,6.810188293,7.01816988,6.918123722,7.343647957
205834_s_at,,6.773684025,7.042102814,7.124950886,6.614532471,7.105668068,6.868776321,7.059154034,7.143111229,7.111937523,7.103901863,7.030324936,6.898578167,6.927982807,6.780213356,7.160696983,6.745319843,6.608947754,7.212247372,6.788751602,6.923268318,7.413309097,7.191309929,6.998588562,6.881191254,7.046755791,6.901752949,6.387051582,7.152578354,6.815989494,7.180464745,7.432002068,7.387156487,7.231282711,7.050367832,6.993199825,7.551548004
215418_at,,7.913489819,7.648591518,7.723458767,7.773337841,7.756623268,7.834303379,7.930605412,7.774634838,7.944028854,7.682320595,7.454485893,7.470683575,7.723052502,7.475746632,7.774151325,7.542212486,7.465635777,8.082605362,7.650966644,7.235717773,7.830455303,7.78133297,7.678955078,7.928940296,7.941795826,7.823899269,7.680495739,7.922000408,7.830351353,7.578219414,7.841712475,7.670080185,7.691492081,7.750859261,7.7778368,7.952134132
217890_s_at,,7.944375038,7.712716103,7.708834171,7.924417496,8.05134964,8.054772377,7.623554707,7.908209801,7.969558716,8.350514412,7.511917114,7.648304462,7.76893425,7.68744421,7.554674625,7.607969761,7.427196026,7.741620064,7.733996868,8.088480949,7.618546963,7.555186272,7.463071823,7.135848522,7.538414001,7.236934662,7.531970501,7.592868805,7.025997639,7.378190041,7.70102787,7.300313473,7.560654163,7.161940575,7.772853374,7.527115345
204629_at,Q9HBI1,8.378850937,8.076813698,8.280435562,8.114919662,8.278883934,7.738086224,8.325356483,7.819616318,8.369242668,8.42067337,8.015993118,8.313721657,8.639075279,8.367190361,7.688697815,8.521945,8.665976524,8.458447456,8.209990501,8.622851372,8.533164024,8.639512062,8.462500572,9.552967072,8.363583565,7.971233368,8.720444679,8.770336151,8.6421175,8.777462006,8.07416153,9.155333519,8.907170296,8.733096123,8.933218002,8.27548027
