"","V1","pvalue","V3"
"64","207173_x_at","0.0133200648999487","+"
"65","219505_at","0.0127566582028854","+"
"66","219358_s_at","0.00930887359772713","+"
"67","215388_s_at","0.00384001772345537","+"
"68","206633_at","5.41160213777235e-06","+"
"69","206227_at","0.0316222729963258","+"
"70","218223_s_at","0.00904658494363948","+"
"71","217947_at","0.028856145284937","+"
"72","208659_at","0.00118141415105924","+"
"73","221729_at","0.00448945326925836","+"
"74","221730_at","0.0128986810263547","+"
"75","221019_s_at","0.0150285512875142","+"
"76","221059_s_at","0.00136440421364682","+"
"77","203858_s_at","0.000504837102398686","-"
"78","208146_s_at","0.00378481337122497","+"
"79","215167_at","0.0417418567879793","-"
"80","203104_at","0.000123329190619557","+"
"81","204620_s_at","4.84884772263128e-09","+"
"82","211571_s_at","0.000207458680253057","+"
"83","215646_s_at","0.0005561770943044","+"
"84","221731_x_at","2.32541211033837e-07","+"
"85","201904_s_at","0.000812047777471425","+"
"86","200839_s_at","0.00862564392541186","+"
"87","202450_s_at","0.0277748834193349","+"
"88","203028_s_at","0.00767266483620575","+"
"89","201278_at","0.000101781732962551","+"
"90","201279_s_at","2.80080621322691e-06","+"
"91","201280_s_at","0.000166864887474116","+"
"92","210757_x_at","0.000491321262362524","+"
"93","205399_at","0.00331073043854775","+"
"94","201893_x_at","0.00171188852986218","+"
"95","211813_x_at","0.00162902601554392","+"
"96","211896_s_at","0.00380759800082528","+"
"97","215537_x_at","0.0455478310017803","+"
"98","203881_s_at","2.90656875669792e-07","+"
"99","208086_s_at","0.00290091853336381","-"
"100","217992_s_at","0.00997116020147398","+"
"101","211938_at","0.00123615454924336","-"
"102","203729_at","0.000221525546627481","+"
"103","206710_s_at","0.00394245394085108","+"
"104","211776_s_at","0.0388401329207057","+"
"105","205231_s_at","0.00947803036947236","+"
"106","203305_at","0.013366024235","+"
"107","217916_s_at","0.00416826647011231","+"
"108","204232_at","0.0268483502277932","+"
"109","201798_s_at","7.89208037558945e-07","+"
"110","211864_s_at","0.000934508327022076","+"
"111","204834_at","0.0137686226474968","+"
"112","219117_s_at","7.32274049788425e-06","+"
"113","218109_s_at","0.000475100483757534","+"
"114","218417_s_at","0.00841226250316713","+"
"115","218802_at","0.000144868831244218","+"
"116","204829_s_at","0.00287194195382293","+"
"117","205208_at","0.0288208111773939","+"
"118","212788_x_at","0.000330039675058951","+"
"119","213187_x_at","0.000986570773211561","+"
"120","204415_at","0.0296148521562682","+"
"121","200648_s_at","0.0223788371864115","+"
"122","200708_at","0.0109817193135637","-"
"123","212510_at","0.0416779593753037","+"
"124","201141_at","0.000154381084953154","+"
"125","221922_at","0.031337452651514","+"
"126","212873_at","0.0314419213554612","+"
"127","208018_s_at","0.00636051451199442","+"
"128","217478_s_at","1.30267213683572e-06","+"
"129","203932_at","0.0134942073411239","+"
"130","211991_s_at","0.000267203421660085","+"
"131","201137_s_at","0.00232549892858821","+"
"132","212671_s_at","0.0028853158578933","+"
"133","209823_x_at","0.00187168193399013","+"
"134","211654_x_at","0.0312180522903834","+"
"135","211656_x_at","0.00377838844560146","+"
"136","212998_x_at","0.00856330655480469","+"
"137","208894_at","0.000412449325273645","+"
"138","210982_s_at","0.000305803778351983","+"
"139","204670_x_at","2.82489688888756e-06","+"
"140","208306_x_at","6.76969126518162e-07","+"
"141","215193_x_at","0.000354352094931912","+"
"142","200943_at","0.027627510185559","+"
"143","200944_s_at","0.0140944053378629","+"
"144","217755_at","0.000918138322239041","+"
"145","204112_s_at","0.000492937233357118","+"
"146","209721_s_at","8.89326113893058e-05","+"
"147","36030_at","0.0231710995043624","+"
"148","204521_at","0.00209193312955071","+"
"149","203854_at","0.00714411851462637","+"
"150","206332_s_at","0.0349739593708036","+"
"151","208966_x_at","0.00568821271305705","+"
"152","201422_at","0.00532988565236216","+"
"153","220273_at","0.000186138370480317","+"
"154","207191_s_at","0.00625833949025317","+"
"155","205786_s_at","0.0402822090268148","+"
"156","202803_s_at","0.000632830321691485","+"
"157","219213_at","0.00539657715750755","+"
"158","212813_at","0.000458339174520195","+"
"159","201090_x_at","0.0102972696877185","+"
"160","212639_x_at","0.0213468995543992","+"
"161","213646_x_at","0.00535938168493725","+"
"162","212805_at","1.73318401086096e-05","+"
"163","210150_s_at","0.0309564041479406","+"
"164","201720_s_at","3.02090637675312e-07","+"
"165","201721_s_at","4.82263764131844e-07","+"
"166","205269_at","0.00510081240904228","+"
"167","200923_at","0.0197006328119557","+"
"168","201212_at","3.89599045641003e-06","+"
"169","213975_s_at","6.89123963067883e-06","+"
"170","210146_x_at","0.00103450449545476","+"
"171","201847_at","0.0299127597680182","+"
"172","220532_s_at","6.29645887966799e-09","+"
"173","205381_at","1.3381250914298e-05","+"
"174","201744_s_at","0.0414447722588919","+"
"175","206584_at","1.62405718399858e-06","+"
"176","209014_at","0.00576305351286737","+"
"177","213627_at","0.00381000198779071","+"
"178","209166_s_at","0.000201125280098471","+"
"179","204041_at","0.00050491556985161","-"
"180","206571_s_at","0.0149250382366657","+"
"181","213422_s_at","0.0138744273547544","+"
"182","221959_at","0.00634603513852399","+"
"183","209191_at","7.90946604565758e-08","+"
"184","202291_s_at","0.0434311887148502","+"
"185","217871_s_at","0.0328007687948866","+"
"186","205330_at","0.00258369468108435","-"
"187","204438_at","9.6411153841072e-05","+"
"188","219607_s_at","0.00568697793188803","+"
"189","219666_at","5.01576742840401e-06","+"
"190","202180_s_at","0.00172146227995243","+"
"191","206304_at","1.14420235083572e-09","+"
"192","205940_at","7.72503386473044e-12","+"
"193","206717_at","3.6719946247285e-10","+"
"194","34471_at","1.17665928088896e-11","+"
"195","217274_x_at","0.00574597293116054","+"
"196","207282_s_at","0.00976914033372741","+"
"197","214722_at","0.027772156253037","+"
"198","37005_at","0.0418588490431762","+"
"199","214952_at","0.0125486522242394","+"
"200","218678_at","8.95860391074905e-07","+"
"201","218376_s_at","0.0344265295813099","+"
"202","203964_at","0.0186239510866488","+"
"203","202443_x_at","0.0100457685409669","+"
"204","200701_at","0.000781423695105927","+"
"205","213062_at","0.00687063659563028","+"
"206","213125_at","0.0170113582071045","+"
"207","202733_at","0.0302404094237233","+"
"208","218771_at","0.0433706051142116","+"
"209","202465_at","0.00518593722488413","+"
"210","211564_s_at","0.00223588188906097","+"
"211","213791_at","0.00813272983863608","+"
"212","207537_at","0.000200350047880139","-"
"213","205450_at","0.0319055194382397","+"
"214","205479_s_at","0.000262757410152459","+"
"215","219011_at","0.0091074063676247","+"
"216","202446_s_at","0.00135425764901946","+"
"217","201293_x_at","0.00390952991737544","+"
"218","211378_x_at","0.0146113301542668","+"
"219","211765_x_at","0.0143523627371414","+"
"220","211978_x_at","0.0273189426532131","+"
"221","212661_x_at","0.00416626150766399","+"
"222","205478_at","0.0305695395705041","+"
"223","200975_at","0.0113255714500181","+"
"224","201858_s_at","0.0218455990928031","+"
"225","213010_at","0.00476505815762347","+"
"226","201185_at","0.00115935411894262","+"
"227","203997_at","0.0163291599985913","-"
"228","221666_s_at","0.00742817494268078","+"
"229","205577_at","0.00172857994668621","-"
"230","217762_s_at","1.84642568567342e-05","+"
"231","217763_s_at","2.88694029806024e-06","+"
"232","217764_s_at","2.96701127370003e-06","+"
"233","213603_s_at","0.00997939250136053","+"
"234","201039_s_at","0.0224942466321464","+"
"235","201046_s_at","0.0216848433771077","-"
"236","213923_at","0.000863280819571958","+"
"237","208534_s_at","0.00181819600163107","-"
"238","212707_s_at","0.0450437461538176","-"
"239","217776_at","0.047774360324016","+"
"240","202388_at","5.80849744232768e-06","+"
"241","213338_at","0.0200443851639439","+"
"242","213566_at","1.78775894102473e-05","+"
"243","217983_s_at","0.000269852155259902","+"
"244","217984_at","1.56093619646591e-05","+"
"245","201217_x_at","0.0318643279082524","+"
"246","211073_x_at","0.0226293487623616","+"
"247","206768_at","0.0105241772221106","+"
"248","209360_s_at","9.23220154482265e-05","+"
"249","205954_at","0.0240009217657823","-"
"250","200872_at","0.00309711502417597","+"
"251","200660_at","0.000133944403178313","+"
"252","202598_at","0.000782103884407957","+"
"253","203186_s_at","8.77440936673233e-07","+"
"254","217728_at","0.000478338746166261","+"
"255","203455_s_at","1.27746581489467e-06","+"
"256","210592_s_at","2.06611678790897e-05","+"
"257","213988_s_at","0.0373476644860845","+"
"258","205508_at","0.000597624739977127","-"
"259","212190_at","0.0220699244333994","+"
"260","200986_at","0.00796182532830171","+"
"261","221269_s_at","0.0115070680543651","+"
"262","204588_s_at","0.0271670710982633","+"
"263","205573_s_at","0.0214159971965577","+"
"264","209875_s_at","0.00772927275219349","+"
"265","204955_at","0.0163805472831092","+"
"266","204150_at","0.000152507143188239","+"
"267","38487_at","1.24911355859127e-05","+"
"268","211382_s_at","0.00115710141698998","+"
"269","201666_at","1.40119626937277e-05","+"
"270","204137_at","0.0188657514809675","+"
"271","217733_s_at","0.0289873771160263","+"
"272","218856_at","0.0125686943891865","+"
"273","215389_s_at","5.79239414348203e-06","+"
"274","210609_s_at","0.0118903816180558","+"
"275","203476_at","0.0002396077440296","+"
"276","203567_s_at","0.00764240773450725","+"
"277","203568_s_at","0.00290549156286789","+"
"278","202734_at","0.000304663561225254","+"
"279","211700_s_at","0.0215044606267971","+"
"280","209118_s_at","0.007284352651416","+"
"281","209251_x_at","0.000354319931674438","+"
"282","211750_x_at","2.39704744213063e-05","+"
"283","204122_at","6.46640045396154e-11","+"
"284","211763_s_at","0.0113012679217056","-"
"285","202779_s_at","0.0462580081448454","+"
"286","208998_at","0.00736821163749018","+"
"287","203868_s_at","1.89176927565544e-07","+"
"288","220990_s_at","0.0143893352127756","+"
"289","204787_at","0.0145065661316723","+"
"290","202664_at","0.0496222912346641","+"
